,link,location,Celková cena,ID zakázky,Aktualizace,Stavba,Stav objektu,Vlastnictví,Umístění objektu,Podlaží,Užitná plocha,Sklep,Datum nastěhování,Voda,Topení,Elektřina,Doprava,Komunikace,Energetická náročnost budovy,Průkaz energetické náročnosti budovy,Bezbariérový,Vybavení,Výtah,companyName,proximityIndex,Index,Lodžie,Odpad,Telekomunikace,Plocha podlahová,Terasa,Garáž,Rok kolaudace,Poznámka k ceně,Parkování,Rok rekonstrukce,Balkón,Převod do OV,Plyn,Ukazatel energetické náročnosti budovy,Zlevněno,Původní cena,Náklady na bydlení,Plocha zahrady,Vyvolávací cena,Znalecký posudek,Minimální příhoz,Aukční jistina,ID,Druh dražby,Místo konání dražby,Datum konání dražby,Dražební vyhláška,Posudek znalce,Cena,Výška stropu,Datum ukončení výstavby,Datum zahájení prodeje,Typ bytu,Stav,Anuita,Plocha zastavěná,Počet bytů,Půdní vestavba,Datum prohlídky,Bazén,Minimální kupní cena,Termín 1. prohlídky,Termín 2. prohlídky,Datum prohlídky do
2352,"https://www.sreality.cz/detail/prodej/byt/2+kk/vrane-nad-vltavou--/188958284
","Vrané nad Vltavou, okres Praha-západ",3 990 000 Kč za nemovitost,230500,Včera,Cihlová,Po rekonstrukci,Osobní,,2. podlaží,52 m2,1,,Dálkový vodovod,Jiné,,Vlak,,,,,,,Buildmarque,1323.5,2406,,Veřejná kanalizace,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,"https://www.sreality.cz/detail/prodej/byt/1+1/plzen-bolevec-zluticka/2822448716
","Žlutická, Plzeň - Bolevec",2 399 000 Kč za nemovitost (k jednání),20,Včera,Panelová,Po rekonstrukci,Osobní,,5. podlaží z celkem 1,39 m2,1,Ihned,Dálkový vodovod,Ústřední dálkové,230V,"Vlak, Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída D - Méně úsporná č. 264/2020 Sb. podle vyhlášky,,0,1,,AGbydleni.cz,957.6315789473684,2407,,Veřejná kanalizace,,39 m2,,,,"včetně provize, poplatků, právních služeb, DPH",,,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,"https://www.sreality.cz/detail/prodej/byt/3+1/olomouc-hodolany-tr--kosmonautu/2714494540
","tř. Kosmonautů, Olomouc - Hodolany",3 650 000 Kč za nemovitost (k jednání),349/22,Včera,Panelová,Před rekonstrukcí,Osobní,,6. podlaží,74 m2,,,,,,,,Třída G - Mimořádně nehospodárná,,,0,1,metr2 reality s.r.o.,288.7894736842105,2408,1,,,,,,,"včetně DPH, včetně poplatků, + provize RK, včetně právního servisu, cena k jednání",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,"https://www.sreality.cz/detail/prodej/byt/3+1/olomouc-hodolany-tr--kosmonautu/1231804236
","tř. Kosmonautů, Olomouc - Hodolany",3 590 000 Kč za nemovitost (k jednání),442/22,Včera,Panelová,Dobrý,Osobní,Centrum obce,2. podlaží,61 m2,1,,,,,,,Třída G - Mimořádně nehospodárná,,,,1,metr2 reality s.r.o.,288.7894736842105,2409,1,,,,,,,"včetně DPH, včetně poplatků, + provize RK, včetně právního servisu, cena k jednání",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,"https://www.sreality.cz/detail/prodej/byt/3+kk/olomouc-slavonin-topolova/2906769228
","Topolová, Olomouc - Slavonín",6 990 000 Kč za nemovitost (k jednání),451/22,Včera,Cihlová,Novostavba,Osobní,Klidná část obce,3. podlaží,100 m2,,,,,,,,Třída G - Mimořádně nehospodárná,,1,Částečně,1,metr2 reality s.r.o.,980.7368421052631,2410,,,,80 m2,20 m2,,,"včetně DPH, včetně poplatků, včetně právního servisu, cena k jednání",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,"https://www.sreality.cz/detail/prodej/byt/1+kk/steti-steti-alsova/3343619916
","Alšova, Štětí",1 890 000 Kč za nemovitost,95,Včera,Panelová,Velmi dobrý,Osobní,,7. podlaží z celkem 7,35 m2,4 m2,Ihned,Dálkový vodovod,Ústřední dálkové,"120V, 230V","Vlak, Silnice, MHD, Autobus","Asfaltová, Zpevněná",,,1,Částečně,1,TRUST Reality,416.8666666666667,2411,7 m2,Veřejná kanalizace,,35 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-holesovice-u-garazi/4009240396
","U garáží, Praha 7 - Holešovice",7 900 000 Kč za nemovitost,N97075,Včera,Cihlová,Velmi dobrý,Osobní,,4. podlaží z celkem 8,55 m2,1,,,,,,,Třída D - Méně úsporná č. 78/2013 Sb. podle vyhlášky,,0,0,,NEXT REALITY FORZA,451.85,2412,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,"https://www.sreality.cz/detail/prodej/byt/3+kk/pardubice-zelene-predmesti-pod-vinici/1124599372
","Pod Vinicí, Pardubice - Zelené Předměstí",7 531 500 Kč za nemovitost,,Včera,Cihlová,Novostavba,Osobní,,5. podlaží z celkem 9 včetně 1 podzemního,87 m2,,,,,,,,,,1,,1,IP stav,476.55555555555554,2413,,,,,15 m2,,,vč. DPH,,,,,,,,,,,,,,,1124599372,,,,,,,,,,,,,,,,,,,,,
2360,"https://www.sreality.cz/detail/prodej/byt/2+kk/pardubice-zelene-predmesti-pod-vinici/3928659788
","Pod Vinicí, Pardubice - Zelené Předměstí",5 680 000 Kč za nemovitost,,Včera,Cihlová,Novostavba,Osobní,,3. podlaží z celkem 7,56 m2,,,,,,,,,,,,1,IP stav,470.77777777777777,2414,,,,,,,,,,,9 m2,,,,,,,,,,,,3928659788,,,,,,,,,,,,,,,,,,,,,
2361,"https://www.sreality.cz/detail/prodej/byt/1+kk/pardubice-zelene-predmesti-pod-vinici/691705676
","Pod Vinicí, Pardubice - Zelené Předměstí",3 840 000 Kč za nemovitost,,Včera,Cihlová,Novostavba,Osobní,,3. podlaží z celkem 7,39 m2,,,,,,,,,,,,1,IP stav,470.77777777777777,2415,,,,,,,,,,,3 m2,,,,,,,,,,,,691705676,,,,,,,,,,,,,,,,,,,,,
2362,"https://www.sreality.cz/detail/prodej/byt/2+kk/pardubice-zelene-predmesti-pod-vinici/572843852
","Pod Vinicí, Pardubice - Zelené Předměstí",5 920 000 Kč za nemovitost,,Včera,Cihlová,Novostavba,Osobní,,2. podlaží z celkem 7,57 m2,,,,,,,,,,,,1,IP stav,470.77777777777777,2416,,,,,18 m2,,,vč. DPH,,,,,,,,,,,,,,,572843852,,,,,,,,,,,,,,,,,,,,,
2363,"https://www.sreality.cz/detail/prodej/byt/2+1/praha-zabehlice-severni-i/2552993612
","Severní I, Praha 4 - Záběhlice",5 550 000 Kč za nemovitost,89,Včera,Cihlová,Před rekonstrukcí,Osobní,,4. podlaží z celkem 4,59 m2,4 m2,Ihned,Dálkový vodovod,Ústřední dálkové,230V,"Silnice, Autobus",Asfaltová,Třída D - Méně úsporná č. 78/2013 Sb. podle vyhlášky,,0,,,TRUST Reality,825.8095238095239,2417,,Veřejná kanalizace,"Internet, Kabelová televize",52 m2,,,,,1,,4 m2,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,"https://www.sreality.cz/detail/prodej/byt/2+1/neratovice-neratovice-na-vysluni/2446411340
","Na Výsluní, Neratovice",3 899 000 Kč za nemovitost,88,Včera,Cihlová,Po rekonstrukci,Družstevní,,4. podlaží z celkem 7,57 m2,3 m2,Ihned,Dálkový vodovod,Ústřední dálkové,230V,"Vlak, Silnice, Autobus","Asfaltová, Zpevněná",,,1,Částečně,1,TRUST Reality,543.3529411764706,2418,3 m2,Veřejná kanalizace,,57 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,"https://www.sreality.cz/detail/prodej/byt/1+1/neratovice-neratovice-dr--e--benese/3076048460
","Dr. E. Beneše, Neratovice",2 690 000 Kč za nemovitost,82,Včera,Cihlová,Po rekonstrukci,Družstevní,,3. podlaží z celkem 4,41 m2,2 m2,Ihned,Dálkový vodovod,Ústřední dálkové,"120V, 230V","Vlak, Silnice, Autobus","Asfaltová, Zpevněná",,,0,Částečně,,TRUST Reality,345.47058823529414,2419,,Veřejná kanalizace,,41 m2,,,,,,,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,"https://www.sreality.cz/detail/prodej/byt/3+kk/znojmo-znojmo-kotkova/3867387724
","Kotkova, Znojmo",,15421074,Včera,Cihlová,Novostavba,Osobní,Centrum obce,5. podlaží z celkem 5 včetně 1 podzemního,101 m2,6 m2,,Dálkový vodovod,Ústřední elektrické,230V,"Vlak, Silnice, MHD, Autobus",Asfaltová,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,Zobrazit průkaz energetické náročnosti budovy,1,Částečně,1,CENTURY 21 Vaše Reality,478.1111111111111,2420,,Veřejná kanalizace,Internet,,,1,2021,"info v RK, včetně provize, včetně právního servisu",2,,10 m2,,,"98,0 kWh/m^2 za rok",,,,,,,,,,,,,,,Informace o ceně na dotaz,,,,,,,,,,,,,,,
2367,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vysocany-strnadovych/1521543516
","Strnadových, Praha 9 - Vysočany",9 300 000 Kč za nemovitost,67/4875,Včera,Cihlová,Novostavba,Osobní,,1. podlaží z celkem 6,64 m2,5 m2,Ihned,Dálkový vodovod,Ústřední plynové,230V,"Silnice, MHD, Autobus",,Třída B - Velmi úsporná,,1,1,1,TRUST Reality,893.8095238095239,2421,,Veřejná kanalizace,,64 m2,8 m2,1,,,1,,,,,,,,,43 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,"https://www.sreality.cz/detail/prodej/byt/2+1/trebic-horka-domky-okrajova/4073645900
","Okrajová, Třebíč - Horka-Domky",3 715 000 Kč za nemovitost,15421083,Včera,Panelová,Po rekonstrukci,Osobní,,3. podlaží z celkem 4,55 m2,2 m2,,Dálkový vodovod,"Lokální plynové, Lokální elektrické",230V,"Silnice, MHD, Autobus","Dlážděná, Asfaltová",Třída G - Mimořádně nehospodárná,,,Částečně,0,CENTURY 21 Vaše Reality,428.94444444444446,2422,4 m2,Veřejná kanalizace,Internet,,,,,"včetně poplatků, včetně provize, včetně právního servisu",,,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,"https://www.sreality.cz/detail/prodej/byt/4+kk/praha-karlin-u-sluncove/4098610764
","U Sluncové, Praha 8 - Karlín",,HMA1455-0001,Včera,Skeletová,Velmi dobrý,Osobní,,11. podlaží z celkem 21,241 m2,,,,Lokální elektrické,,,,,,,0,1,FARAON reality,733.0,2423,,,,,1,2,,info o ceně v RK,,,,,,,,,,,,,,,,,,,,,Informace o ceně na dotaz,,,,,,,,,,,,,,,
2370,"https://www.sreality.cz/detail/prodej/byt/4+kk/praha-kobylisy-hrubeho/1860826956
","Hrubého, Praha 8 - Kobylisy",9 290 000 Kč za nemovitost,24685,Včera,Panelová,Velmi dobrý,Osobní,,9. podlaží z celkem 12,84 m2,,,Dálkový vodovod,Ústřední dálkové,230V,Autobus,,Třída G - Mimořádně nehospodárná,,,0,1,Reality 11 - Středočeské bydlení,767.5238095238095,2424,1,Veřejná kanalizace,"Internet, Kabelová televize",84 m2,,,,,,,,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,"https://www.sreality.cz/detail/prodej/byt/3+1/brno-bystrc-teyschlova/2171455308
","Teyschlova, Brno - Bystrc",5 990 000 Kč za nemovitost,08221578,Včera,Panelová,Velmi dobrý,Osobní,Okraj obce,2. podlaží z celkem 9,80 m2,1 m2,,Dálkový vodovod,Ústřední dálkové,,,,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,,,Částečně,1,CENTURY 21 All Inclusive,694.8823529411765,2425,4 m2,Veřejná kanalizace,,76 m2,,,,včetně provize a právního servisu,,,,,,"61,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,"https://www.sreality.cz/detail/prodej/byt/1+1/praha-nove-mesto-opletalova/2338137932
","Opletalova, Praha 1 - Nové Město",6 550 000 Kč za nemovitost,KW2655,Včera,Cihlová,Velmi dobrý,Osobní,,6. podlaží z celkem 7,31 m2,,Ihned,,Ústřední dálkové,,,,Třída F - Velmi nehospodárná,,0,Částečně,1,NEMOVITO by Keller Williams,274.35,2426,,,,31 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-dejvice-jugoslavskych-partyzanu/3761055564
","Jugoslávských partyzánů, Praha 6 - Dejvice",6 390 000 Kč za nemovitost,KW2656,Včera,Cihlová,Velmi dobrý,Osobní,,3. podlaží z celkem 1,44 m2,6 m2,Ihned,Dálkový vodovod,Lokální plynové,230V,"Vlak, Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0,0,1,NEMOVITO by Keller Williams,628.1,2427,,Veřejná kanalizace,"Telefon, Internet",44 m2,,,,,,,2 m2,,Plynovod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,"https://www.sreality.cz/detail/prodej/byt/4+kk/praha-letnany-miroslava-hajna/1809983308
","Miroslava Hajna, Praha 9 - Letňany",15 900 000 Kč za nemovitost,KW2659,Včera,Cihlová,Novostavba,Osobní,,11. podlaží z celkem 11,162 m2,5 m2,Ihned,Dálkový vodovod,Ústřední dálkové,230V,"Vlak, Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,,1,0,1,NEMOVITO by Keller Williams,1047.4,2428,,Veřejná kanalizace,"Internet, Kabelová televize",162 m2,45 m2,1,,,,,16 m2,,,"63,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,"https://www.sreality.cz/detail/prodej/byt/4+kk/praha-liboc-navigatoru/3892524620
","Navigátorů, Praha 6 - Liboc",8 990 000 Kč za nemovitost,220711001,Včera,Panelová,Velmi dobrý,Osobní,Klidná část obce,4. podlaží,104 m2,1,,Dálkový vodovod,Ústřední dálkové,,,,Třída D - Méně úsporná č. 78/2013 Sb. podle vyhlášky,Zobrazit průkaz energetické náročnosti budovy,0,Částečně,0,REALITY Alena NOVÁKOVÁ,1005.95,2429,7 m2,Veřejná kanalizace,,97 m2,,,,,,,,,Plynovod,"689,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,"https://www.sreality.cz/detail/prodej/byt/3+kk/holubice-holubice-/2593544796
","Holubice, okres Vyškov",7 581 000 Kč za nemovitost,,Včera,Cihlová,Novostavba,Osobní,Klidná část obce,1. podlaží z celkem 3 včetně 1 podzemního,236 m2,3 m2,30.09.2023,Dálkový vodovod,Ústřední plynové,230V,"Dálnice, Silnice, Autobus",Dlážděná,Třída B - Velmi úsporná,,,1,0,MIRROR Development s.r.o,1617.2857142857142,2430,,Veřejná kanalizace,"Telefon, Internet",78 m2,16 m2,,2023,,1,,,,,,,,,139 m2,,,,,2593544796,,,,,,,,,,,,,,,,,,,,,
2377,"https://www.sreality.cz/detail/prodej/byt/2+kk/blazovice--/2758105692
","Blažovice, okres Brno-venkov",4 476 580 Kč za nemovitost,,Včera,Cihlová,Novostavba,Osobní,Klidná část obce,2. podlaží z celkem 3 včetně 1 podzemního,63 m2,3 m2,30.09.2023,Dálkový vodovod,Ústřední plynové,230V,"Dálnice, Silnice, Autobus",Dlážděná,Třída B - Velmi úsporná,,,,0,MIRROR Development s.r.o,1746.857142857143,2431,,Veřejná kanalizace,"Telefon, Internet",51 m2,,,,,1,,9 m2,,,,,,,,,,,,2758105692,,,,,,,,,,,,,,,,,,,,,
2378,"https://www.sreality.cz/detail/prodej/byt/3+kk/blazovice--/3781515868
","Blažovice, okres Brno-venkov",7 581 000 Kč za nemovitost,,Včera,Cihlová,Novostavba,Osobní,Klidná část obce,1. podlaží z celkem 3 včetně 1 podzemního,236 m2,3 m2,30.09.2023,Dálkový vodovod,Ústřední plynové,230V,"Dálnice, Silnice, Autobus",Dlážděná,Třída B - Velmi úsporná,,,1,0,MIRROR Development s.r.o,1746.857142857143,2432,,Veřejná kanalizace,"Telefon, Internet",78 m2,16 m2,,2023,,1,,,,,,,,,139 m2,,,,,3781515868,,,,,,,,,,,,,,,,,,,,,
2379,"https://www.sreality.cz/detail/prodej/byt/2+kk/holubice-holubice-/4271266396
","Holubice, okres Vyškov",4 476 580 Kč za nemovitost,,Včera,Cihlová,Novostavba,Osobní,Klidná část obce,3. podlaží z celkem 3 včetně 1 podzemního,63 m2,3 m2,30.09.2023,Dálkový vodovod,Ústřední plynové,230V,"Dálnice, Silnice, Autobus",Dlážděná,Třída B - Velmi úsporná,,,,0,MIRROR Development s.r.o,1617.2857142857142,2433,,Veřejná kanalizace,"Telefon, Internet",51 m2,,,,,1,,9 m2,,,,,,,,,,,,4271266396,,,,,,,,,,,,,,,,,,,,,
2380,"https://www.sreality.cz/detail/prodej/byt/3+kk/cernosice-cernosice-taborska/915024220
","Táborská, Černošice",9 600 000 Kč za nemovitost,N94063,Včera,Skeletová,Velmi dobrý,Osobní,Centrum obce,2. podlaží z celkem 4 včetně 1 podzemního,110 m2,4 m2,Ihned,Dálkový vodovod,Lokální plynové,230V,"Vlak, Dálnice, Silnice, MHD, Autobus","Betonová, Dlážděná, Asfaltová",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,0,1,1,NEXT REALITY KLADNO,962.25,2434,,Veřejná kanalizace,,,,,2010,,1,,,,Plynovod,,,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,"https://www.sreality.cz/detail/prodej/byt/2+kk/kladno-kladno-podebradova/2298218844
","Poděbradova, Kladno",3 500 000 Kč za nemovitost,N94252,Včera,Panelová,Velmi dobrý,Osobní,Centrum obce,1. podlaží z celkem 8,42 m2,2 m2,Ihned,Dálkový vodovod,Ústřední dálkové,230V,"Vlak, Dálnice, Silnice, MHD, Autobus","Dlážděná, Asfaltová",Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,Zobrazit průkaz energetické náročnosti budovy,1,0,1,NEXT REALITY KLADNO,526.1052631578947,2435,6 m2,Veřejná kanalizace,,,,,,,,,,,,,,,4400,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,"https://www.sreality.cz/detail/prodej/byt/3+1/pchery-humny-/151377484
","Pchery - Humny, okres Kladno",4 255 000 Kč za nemovitost,N95372,Včera,Cihlová,Velmi dobrý,Družstevní,Klidná část obce,1. podlaží z celkem 3 včetně 1 podzemního,91 m2,10 m2,Ihned,Dálkový vodovod,Lokální plynové,230V,"Vlak, Dálnice, Silnice, Autobus","Dlážděná, Asfaltová, Neupravená",Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,0,0,0,NEXT REALITY KLADNO,1857.2222222222222,2436,2 m2,Veřejná kanalizace,,,,,,,,,,Ne,Plynovod,,,,3600,85 m2,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,"https://www.sreality.cz/detail/prodej/byt/3+kk/velke-karlovice--/2252936780
","Velké Karlovice, okres Vsetín",,57557,Včera,Cihlová,Po rekonstrukci,Osobní,,2. podlaží,76 m2,1,,,,,,,Třída G - Mimořádně nehospodárná,,,,,Reality bez-starostí,1052.6875,2437,1,,,,,,,info v RK,1,,,,,,,,,,,,,,,,,,,,Informace o ceně na dotaz,,,,,,,,,,,,,,,
2384,"https://www.sreality.cz/detail/prodej/byt/1+kk/hrob-hrob-rybnicni/3136468556
","Rybniční, Hrob",690 000 Kč za nemovitost,6930,Včera,Panelová,Velmi dobrý,Družstevní,Klidná část obce,1. podlaží z celkem 4,27 m2,1,Ihned,,,230V,,,,,,,,RK Group - realitní kancelář,1105.0,2438,,,,,,,,cena včetně provize a právního servisu.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,"https://www.sreality.cz/detail/prodej/byt/5+1/milovice-milovice-letecka/3804886860
","Letecká, Milovice",5 800 000 Kč za nemovitost,0176-NP01260,Včera,Cihlová,Velmi dobrý,Osobní,Klidná část obce,3. podlaží z celkem 3,110 m2,,Ihned,,,,,,Třída E - Nehospodárná č. 78/2013 Sb. podle vyhlášky,Zobrazit průkaz energetické náročnosti budovy,,1,,RE/MAX Drive,1139.2941176470588,2439,,Veřejná kanalizace,,110 m2,,,,"Včetně poplatků, právního servisu a provize. Prodávající si vyhrazuje právo uzavřít obchod se zájemcem dle vlastního uvážení.",,,,,,"284,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,Mezonet,,,,,,,,,,,
2386,"https://www.sreality.cz/detail/prodej/byt/3+kk/liberec-liberec-xxx-vratislavice-nad-nisou-u-sila/2091238988
","U Sila, Liberec - Liberec XXX-Vratislavice nad Nisou",7 490 000 Kč za nemovitost,14421454,Včera,Cihlová,Velmi dobrý,Osobní,Klidná část obce,2. podlaží,82 m2,1,,Dálkový vodovod,,230V,"Silnice, MHD, Autobus",Asfaltová,Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,Zobrazit průkaz energetické náročnosti budovy,,Částečně,1,4fin Reality Better together Liberec,970.95,2440,11 m2,,"Telefon, Internet",,,,,,,,6 m2,,,"87,0 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,Rezervováno,,,,,,,,,,
2387,"https://www.sreality.cz/detail/prodej/byt/4+1/liberec-liberec-vi-rochlice-gagarinova/2956133964
","Gagarinova, Liberec - Liberec VI-Rochlice",,14421671,Včera,Panelová,Velmi dobrý,Družstevní,Klidná část obce,1. podlaží,79 m2,,,Dálkový vodovod,,230V,"Vlak, Dálnice, Silnice, MHD, Autobus","Betonová, Asfaltová",Třída G - Mimořádně nehospodárná,,,0,0,4fin Reality Better together Liberec,699.6,2441,1,Veřejná kanalizace,Telefon,,,,,,1,,,Ne,,,3 640 000 Kč za nemovitost,3 790 000 Kč,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-nove-mesto-nekazanka/3448084044
","Nekázanka, Praha 1 - Nové Město",9 800 000 Kč za nemovitost,603,Včera,Cihlová,V rekonstrukci,Osobní,Centrum obce,6. podlaží z celkem 7,46 m2,1,,Dálkový vodovod,,230V,"Silnice, MHD","Betonová, Dlážděná",Třída G - Mimořádně nehospodárná,,,0,1,"Sekyra Group, a.s.",273.35,2442,,Veřejná kanalizace,Kabelové rozvody,50 m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Podkrovní,,,,,1,,,,,,
2389,"https://www.sreality.cz/detail/prodej/byt/2+kk/brno-novy-liskovec-obla/567805516
","Oblá, Brno - Nový Lískovec",4 500 000 Kč za nemovitost,J08618,Včera,Panelová,Dobrý,Osobní,Sídliště,5. podlaží z celkem 8,59 m2,2 m2,27.10.2022,Dálkový vodovod,Ústřední dálkové,,,,Třída B - Velmi úsporná,,,Částečně,1,JUSTO Jana Makešová,667.75,2443,,Veřejná kanalizace,Internet,50 m2,,,,"Cena za nemovitost je konečná, provizi RK neplatíte.",1,,,,,"308,4 kWh/m^2 za rok",,,,,,,,,,,,,,,,,,,,,,,,,10.10.2022 05:30,,,,,
2390,"https://www.sreality.cz/detail/prodej/byt/5+1/pardubice--/4194535244
","Pardubice, okres Pardubice",,01091,Včera,Panelová,Po rekonstrukci,Osobní,,7. podlaží,95 m2,1,,,,,"Vlak, MHD",,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,Zobrazit průkaz energetické náročnosti budovy,,,,TL Real,237.77777777777777,2444,,,,,,,,volejte makléři,,,1,,,"81,0 kWh/m^2 za rok",,,,,,,,,,,,,,,Informace o ceně na dotaz,,,,,,,,,,,,,,,
2391,"https://www.sreality.cz/detail/prodej/byt/2+1/kostelec-nad-cernymi-lesy-kostelec-nad-cernymi-lesy-prazska/2627127116
","Pražská, Kostelec nad Černými lesy",3 190 000 Kč za nemovitost,N96896,Včera,Skeletová,Velmi dobrý,Osobní,,3. podlaží z celkem 3 včetně 1 podzemního,75 m2,1,,Dálkový vodovod,Ústřední tuhá paliva,230V,"Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,0,0,0,NEXT REALITY ÚVALY,669.4285714285714,2445,,Veřejná kanalizace,,75 m2,,,,Investice. Kompletní cena včetně právního a fin. servisu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,"https://www.sreality.cz/detail/prodej/byt/2+1/decin-decin-iv-podmokly-divisova/161187660
","Divišova, Děčín - Děčín IV-Podmokly",3 259 000 Kč za nemovitost,14421777,Včera,Smíšená,Po rekonstrukci,Osobní,Centrum obce,4. podlaží z celkem 4,65 m2,,,Dálkový vodovod,Ústřední plynové,230V,"Vlak, Silnice, MHD, Autobus","Betonová, Dlážděná, Asfaltová",Třída G - Mimořádně nehospodárná,,,Částečně,0,"4fin Reality Better together, a.s.",363.72222222222223,2446,,Veřejná kanalizace,"Telefon, Internet, Kabelová televize, Kabelové rozvody",70 m2,,,,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",,2020,8 m2,,Plynovod,,,,"2187,- správa domu, 1100,- plyn, 900,- elektřina, 350,- internet JAW",,,,,,,,,,,,,"3,0 m",,,,,,,,,,,,,,
2393,"https://www.sreality.cz/detail/prodej/byt/3+kk/decin-decin-iv-podmokly-divisova/2687076172
","Divišova, Děčín - Děčín IV-Podmokly",3 259 000 Kč za nemovitost,14421820,Včera,Smíšená,Po rekonstrukci,Osobní,Centrum obce,4. podlaží z celkem 4,65 m2,,,Dálkový vodovod,Ústřední plynové,230V,"Vlak, Silnice, MHD, Autobus","Betonová, Dlážděná, Asfaltová",Třída G - Mimořádně nehospodárná,,,Částečně,0,"4fin Reality Better together, a.s.",363.72222222222223,2447,,Veřejná kanalizace,"Telefon, Internet, Kabelová televize, Kabelové rozvody",70 m2,,,,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",,2020,8 m2,,Plynovod,,,,"2187,- správa domu, 1100,- plyn, 900,- elektřina, 350,- internet JAW",,,,,,,,,,,,,"3,0 m",,,,,,,,,,,,,,
2394,"https://www.sreality.cz/detail/prodej/byt/3+1/usti-nad-labem-krasne-brezno-vojanova/840157004
","Vojanova, Ústí nad Labem - Krásné Březno",2 111 000 Kč za nemovitost,14421860,Včera,Panelová,Velmi dobrý,Družstevní,Klidná část obce,1. podlaží z celkem 8,63 m2,,,Dálkový vodovod,Ústřední dálkové,230V,"Vlak, Silnice, MHD, Autobus","Betonová, Asfaltová",Třída G - Mimořádně nehospodárná,,,0,1,"4fin Reality Better together, a.s.",851.8333333333334,2448,1,Veřejná kanalizace,"Telefon, Internet, Satelit, Kabelová televize, Kabelové rozvody",,,,,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
