,link,location,district,HouseType,Celková cena,ID zakázky,Aktualizace,Stavba,Stav objektu,Poloha domu,Typ domu,Podlaží,Plocha zastavěná,Užitná plocha,Plocha podlahová,Plocha pozemku,Plocha zahrady,Sklep,Datum nastěhování,Voda,Topení,Plyn,Odpad,Doprava,Komunikace,Energetická náročnost budovy,Bezbariérový,Vybavení,companyName,proximityIndex,Index,Poznámka k ceně,Elektřina,Ukazatel energetické náročnosti budovy,Umístění objektu,Parkování,Garáž,Rok rekonstrukce,Výtah,Cena,Rok kolaudace,Telekomunikace,Průkaz energetické náročnosti budovy,Bazén,Počet bytů,ID,Náklady na bydlení,Zlevněno,Původní cena,Plocha bazénu,Výška stropu,Stav,Půdní vestavba,Vyvolávací cena,Znalecký posudek,Minimální příhoz,Aukční jistina,Druh dražby,Místo konání dražby,Datum konání dražby,Dražební vyhláška,Posudek znalce,Datum prohlídky,Datum zahájení prodeje,Minimální kupní cena,Termín 1. prohlídky,Termín 2. prohlídky,Datum ukončení výstavby,Datum prohlídky do
2366,https://www.sreality.cz/detail/prodej/dum/rodinny/libusin--/3260720716,"Libušín, okres Kladno",kladno,"rodinne-domy
",19 700 000 Kč za nemovitost,LibusinDum1,09.10.2022,Dřevěná,Velmi dobrý,,Patrový,,,320 m2,,3324 m2,,1,Ihned,,,,,,,,,1,Lekvi & Partners,1575.0555555555557,2474,,,,Klidná část obce,1,1,,,,,,,,,,"měsíční poplatky za provoz domu jsou ve výši 11 500 Kč,-",,,,,,,,,,,,,,,,,,,,,,
2367,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-kladno-/4145321548,Kladno,kladno,"rodinne-domy
",8 000 000 Kč za nemovitost,804208,17.10.2022,Cihlová,Velmi dobrý,V bloku,Patrový,3 včetně 1 podzemního,,169 m2,,114 m2,,,,Dálkový vodovod,Lokální plynové,,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,537.9473684210526,2475,Cena včetně provize RK a kompletního právního servisu. V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V",,Centrum obce,2,,2018,0,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,https://www.sreality.cz/detail/prodej/dum/rodinny/velka-dobra-velka-dobra-dubova/3679016524,"Dubová, Velká Dobrá",kladno,"rodinne-domy
",12 435 600 Kč za nemovitost,810104,09.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3 včetně 1 podzemního,,115 m2,,1123 m2,,1,,"Místní zdroj, Dálkový vodovod",Lokální plynové,,Veřejná kanalizace,"Silnice, Autobus",,Třída D - Méně úsporná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,1651.0555555555557,2477,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",,Klidná část obce,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,https://www.sreality.cz/detail/prodej/dum/rodinny/horni-bezdekov--/1700673356,"Horní Bezděkov, okres Kladno",kladno,"rodinne-domy
",,N9869,17.10.2022,Cihlová,Velmi dobrý,Samostatný,Přízemní,1,57 m2,65 m2,65 m2,400 m2,,1,,Místní zdroj,Lokální elektrické,,,Autobus,,Třída G - Mimořádně nehospodárná,,,iRealitka.cz,1613.8461538461538,2478,,230V,,,1,1,,0,,,Internet,,,,,,4 000 000 Kč za nemovitost,4 250 000 Kč,,,,,,,,,,,,,,,,,,,,
2370,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-svermov-vaclava-beranka/1472751180,"Václava Beránka, Kladno - Švermov",kladno,"rodinne-domy
",4 999 000 Kč za nemovitost,14722072,13.10.2022,Smíšená,Dobrý,Řadový,Patrový,,,130 m2,,261 m2,,,,,,,,,,Třída G - Mimořádně nehospodárná,,Částečně,CENTURY 21 FairTrade,1088.842105263158,2479,Včetně realitního a právního servisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,https://www.sreality.cz/detail/prodej/dum/rodinny/zizice-zizice-/1350194764,"Žižice, okres Kladno",kladno,"rodinne-domy
",6 990 000 Kč za nemovitost,14722073,13.10.2022,Smíšená,Po rekonstrukci,Samostatný,Patrový,,,125 m2,,440 m2,,,,,,,,,,Třída G - Mimořádně nehospodárná,,,CENTURY 21 FairTrade,2681.285714285714,2480,Včetně realitního a právního servisu,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,https://www.sreality.cz/detail/prodej/dum/rodinny/zlonice-brestany-/2734877020,"Zlonice - Břešťany, okres Kladno",kladno,"rodinne-domy
",5 995 000 Kč za nemovitost,14722024,07.10.2022,Cihlová,Po rekonstrukci,V bloku,Přízemní,,,81 m2,,366 m2,,,,"Dálkový vodovod, Studna",,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, Silnice, Autobus",,Třída G - Mimořádně nehospodárná,,Částečně,CENTURY 21 FairTrade,1718.4545454545455,2481,Včetně realitního i právního servisu,"230V, 400V",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,https://www.sreality.cz/detail/prodej/dum/rodinny/horni-bezdekov-horni-bezdekov-/967116364,"Horní Bezděkov, okres Kladno",kladno,"rodinne-domy
",25 000 000 Kč za nemovitost,N95819,07.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,,206 m2,,2816 m2,,,Ihned,"Místní zdroj, Dálkový vodovod",Lokální plynové,Plynovod,,"Dálnice, Silnice, Autobus","Betonová, Dlážděná, Asfaltová, Neupravená",Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,0,1,NEXT REALITY KLADNO,1599.2307692307693,2483,,"230V, 400V",,Centrum obce,,1,2018,,,,,Zobrazit průkaz energetické náročnosti budovy,1,,,10000,,,36 m2,,,,,,,,,,,,,,,,,,,
2374,https://www.sreality.cz/detail/prodej/dum/rodinny/slany-kvicek-ve-strani/1332467276,"Ve Stráni, Slaný - Kvíček",kladno,"rodinne-domy
",8 600 000 Kč za nemovitost,4125,18.10.2022,Cihlová,Velmi dobrý,Řadový,Patrový,,88 m2,219 m2,189 m2,273 m2,185 m2,48 m2,,Dálkový vodovod,Lokální elektrické,Plynovod,Veřejná kanalizace,,Asfaltová,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,,,Quantum reality,761.9411764705883,2484,"včetně provize, včetně právního servisu","230V, 400V","149,0 kWh/m^2 za rok",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,https://www.sreality.cz/detail/prodej/dum/rodinny/tuchlovice-tuchlovice-na-hradcanech/3689084492,"Na Hradčanech, Tuchlovice",kladno,"rodinne-domy
",4 800 000 Kč za nemovitost,0023-NP06695,06.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Přízemní,1,170 m2,70 m2,,626 m2,,,,,,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,RE/MAX G8 Reality,1178.2666666666667,2485,,,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-svermov-k-rovinam/722945612,"K Rovinám, Kladno - Švermov",kladno,"rodinne-domy
",15 970 000 Kč za nemovitost,0010-NP03710,06.10.2022,Cihlová,Novostavba,Samostatný,Přízemní,1,109 m2,85 m2,,816 m2,707 m2,,,Dálkový vodovod,Lokální plynové,Plynovod,Veřejná kanalizace,,,Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,,Částečně,RE/MAX Search,1299.3684210526317,2486,cena je včetně provize a veškerého právního servisu,,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-svermov-vysehrad/1011242572,"Vyšehrad, Kladno - Švermov",kladno,"rodinne-domy
",,A8845,17.10.2022,Cihlová,Před rekonstrukcí,Samostatný,Patrový,2,84 m2,85 m2,128 m2,109 m2,25 m2,,,Dálkový vodovod,,Plynovod,Veřejná kanalizace,Autobus,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,0,Aktiva reality,1179.4736842105262,2487,,400V,,Klidná část obce,1,,,0,,,Telefon,,,,,,2 990 000 Kč za nemovitost,3 690 000 Kč,,,,,,,,,,,,,,,,,,,,
2378,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-kladno-gen--klapalka/1814464860,"gen. Klapálka, Kladno",kladno,"rodinne-domy
",26 000 000 Kč za nemovitost,793409,06.10.2022,Cihlová,Velmi dobrý,Rohový,Patrový,4 včetně 1 podzemního,,1239 m2,,750 m2,,,,Dálkový vodovod,Lokální plynové,,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,625.2631578947369,2488,Cena včetně provize RK a kompletního právního servisu. V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V",,Centrum obce,5,,2021,0,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,https://www.sreality.cz/detail/prodej/dum/rodinny/zizice-vitov-/2128070476,"Žižice - Vítov, okres Kladno",kladno,"rodinne-domy
",3 990 000 Kč za nemovitost,56223,10.10.2022,Smíšená,Dobrý,Samostatný,Přízemní,,,92 m2,60 m2,270 m2,,,,Dálkový vodovod,Ústřední elektrické,,Veřejná kanalizace,"Dálnice, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,,EVROPA realitní kancelář KLADNO,3049.0588235294117,2489,,230V,,Okraj obce,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,https://www.sreality.cz/detail/prodej/dum/rodinny/bustehrad-bustehrad-u-schodu/1445627724,"U Schodů, Buštěhrad",kladno,"rodinne-domy
",8 840 000 Kč za nemovitost,812496,10.10.2022,Smíšená,Dobrý,Samostatný,Patrový,2,,99 m2,,792 m2,,,Ihned,"Místní zdroj, Dálkový vodovod",Ústřední dálkové,,Veřejná kanalizace,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,M&M reality,1714.25,2490,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V","716,0 kWh/m^2 za rok",Centrum obce,,,1977,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,https://www.sreality.cz/detail/prodej/dum/rodinny/svarov-svarov-k-podkozi/3990783820,"K Podkozí, Svárov",kladno,"rodinne-domy
",34 990 000 Kč za nemovitost,0345,05.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,2,1104 m2,755 m2,,3167 m2,2063 m2,,Ihned,"Dálkový vodovod, Studna",Lokální plynové,Plynovod,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,MAHOON real estate,1708.142857142857,2491,,230V,,Centrum obce,5,,,,,,Internet,,1,,,,,,24 m2,,,,,,,,,,,,,,,,,,,
2382,https://www.sreality.cz/detail/prodej/dum/rodinny/lany-lany-/2901198668,"Lány, okres Kladno",kladno,"rodinne-domy
",6 796 850 Kč za nemovitost,20701,05.10.2022,Cihlová,Ve výstavbě,Řadový,Patrový,,60 m2,103 m2,103 m2,401 m2,341 m2,,,Dálkový vodovod,,,Veřejná kanalizace,MHD,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,0,Reality Hocková s.r.o.,1794.5625,2492,,230V,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,https://www.sreality.cz/detail/prodej/dum/rodinny/hrdliv--/3200452956,"Hrdlív, okres Kladno",kladno,"rodinne-domy
",9 400 000 Kč za nemovitost,798778,19.10.2022,Cihlová,Po rekonstrukci,Samostatný,Patrový,3 včetně 1 podzemního,,211 m2,,268 m2,,,,"Místní zdroj, Dálkový vodovod","Lokální plynové, Ústřední dálkové, Jiné",,Septik,"Silnice, MHD, Autobus",,Třída F - Velmi nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,2013.5882352941176,2493,Včetně právního servisu a provize RK.,"120V, 230V, 400V","386,0 kWh/m^2 za rok",Klidná část obce,4,1,2022,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,https://www.sreality.cz/detail/prodej/dum/rodinny/horesovicky-horesovicky-/1534986588,"Hořešovičky, okres Kladno",kladno,"rodinne-domy
",2 780 000 Kč za nemovitost,30034,19.10.2022,Cihlová,Dobrý,Samostatný,Patrový,3,83 m2,178 m2,178 m2,267 m2,,1,,Studna,Lokální tuhá paliva,,Trativod,,,Třída G - Mimořádně nehospodárná,,,HOME 4 PEOPLE Reality 168,2444.6666666666665,2494,"včetně právného servisu, včetně advokátní úschovy, včetně RK",230V,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-kladno-/2030343756,Kladno,kladno,"rodinne-domy
",6 300 000 Kč za nemovitost,804206,05.10.2022,Cihlová,Velmi dobrý,Řadový,Patrový,3 včetně 1 podzemního,,103 m2,,79 m2,,,,Dálkový vodovod,Lokální plynové,,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,518.4736842105264,2495,Cena včetně provize RK a kompletního právního servisu. V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V",,Centrum obce,2,,,0,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,https://www.sreality.cz/detail/prodej/dum/rodinny/lany-lany-/380815180,"Lány, okres Kladno",kladno,"rodinne-domy
",10 294 450 Kč za nemovitost,20707,05.10.2022,Cihlová,Ve výstavbě,Samostatný,Přízemní,,180 m2,171 m2,171 m2,897 m2,717 m2,,,Dálkový vodovod,,,Veřejná kanalizace,MHD,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,0,Reality Hocková s.r.o.,1794.5625,2496,,230V,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,https://www.sreality.cz/detail/prodej/dum/rodinny/zichovec-zichovec-/3461879628,"Zichovec, okres Kladno",kladno,"rodinne-domy
",19 990 000 Kč za nemovitost (k jednání),15530,19.10.2022,Cihlová,Novostavba,Samostatný,Patrový,2. podlaží z celkem 2,308 m2,500 m2,,2315 m2,,,31.01.2023,,,,,,,Třída C - Úsporná č. 264/2020 Sb. podle vyhlášky,,1,REALITY PRORADOST Radka Brožová,1704.5,2497,cena k jednání,,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,https://www.sreality.cz/detail/prodej/dum/rodinny/unhost-unhost-jahodova/2487469900,"Jahodová, Unhošť",kladno,"rodinne-domy
",8 490 000 Kč za nemovitost,815369,20.10.2022,Cihlová,Velmi dobrý,Řadový,Patrový,2,,211 m2,,210 m2,,,,Dálkový vodovod,Lokální plynové,,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",,Třída D - Méně úsporná č. 148/2007 Sb. podle vyhlášky,,1,M&M reality,1016.1333333333333,2498,Cena včetně provize RK a kompletního právního servisu. V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V","134,0 kWh/m^2 za rok",Klidná část obce,2,,,0,,,"Internet, Kabelová televize",,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,https://www.sreality.cz/detail/prodej/dum/rodinny/kolec-kolec-/434570828,"Koleč, okres Kladno",kladno,"rodinne-domy
",11 300 000 Kč za nemovitost,640818,05.10.2022,Smíšená,Velmi dobrý,Samostatný,Patrový,2,101 m2,209 m2,,736 m2,,1,,,Jiné,,,,,Třída C - Úsporná,,,Mirek Loskot,1615.4615384615386,2499,,,"77,0 kWh/m^2 za rok",,3,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2390,https://www.sreality.cz/detail/prodej/dum/rodinny/lany-lany-/3269314380,"Lány, okres Kladno",kladno,"rodinne-domy
",9 691 650 Kč za nemovitost,814169,11.10.2022,Cihlová,Ve výstavbě,Samostatný,Přízemní,1,,150 m2,,809 m2,,,,Dálkový vodovod,,,Veřejná kanalizace,"Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,M&M reality,1431.4375,2500,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 400V",,Klidná část obce,2,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,https://www.sreality.cz/detail/prodej/dum/rodinny/stochov-stochov-pod-prejezdem/3826448204,"Pod Přejezdem, Stochov",kladno,"rodinne-domy
",9 950 000 Kč za nemovitost,0023-NP06903,04.10.2022,Cihlová,Novostavba,Rohový,Přízemní,1. podlaží z celkem 1,125 m2,108 m2,,886 m2,,,,,Podlahové,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, Silnice, MHD, Autobus",Zpevněná,Třída A - Mimořádně úsporná č. 264/2020 Sb. podle vyhlášky,,0,RE/MAX G8 Reality,1283.5,2501,"kupní cena je včetně právního servisu, advokátní úschovy kupní ceny, zajištění HÚ, odměny RK","230V, 400V",,Okraj obce,,,,,,2022,"Internet, Kabelové rozvody",Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,https://www.sreality.cz/detail/prodej/dum/rodinny/hostoun-hostoun-hajecka/3208480332,"Hájecká, Hostouň",kladno,"rodinne-domy
",6 900 000 Kč za nemovitost,0259-NP00937,04.10.2022,Cihlová,Dobrý,Samostatný,Patrový,2,92 m2,180 m2,,587 m2,,,,,,Plynovod,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,RE/MAX Art,1963.0,2502,Včetně provize a právních služeb,,,Centrum obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-kladno-rud--knotka/693753420,"Rud. Knotka, Kladno",kladno,"rodinne-domy
",5 100 000 Kč za nemovitost,01888,05.10.2022,Cihlová,Dobrý,Samostatný,Přízemní,,203 m2,81 m2,70 m2,203 m2,,1,,Dálkový vodovod,Ústřední elektrické,Plynovod,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná,,0,Jaroš & Partners Real Estate,567.6315789473684,2503,"včetně provize, včetně právního servisu",400V,,Klidná část obce,,,,0,,,,,,,,,,,,,Rezervováno,,,,,,,,,,,,,,,,,
2394,https://www.sreality.cz/detail/prodej/dum/rodinny/hostoun-hostoun-jenecska/2672113228,"Jenečská, Hostouň",kladno,"rodinne-domy
",4 800 000 Kč za nemovitost,0259-NP00944,04.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Přízemní,1,117 m2,117 m2,,243 m2,,,Ihned,,,,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,RE/MAX Art,1892.0666666666666,2504,,,,Centrum obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,https://www.sreality.cz/detail/prodej/dum/rodinny/postovice-postovice-/3550463820,"Poštovice, okres Kladno",kladno,"rodinne-domy
",3 950 000 Kč za nemovitost,0254-NP00435,03.10.2022,Smíšená,Dobrý,Řadový,Patrový,2,95 m2,100 m2,,203 m2,,,,Dálkový vodovod,Lokální plynové,Plynovod,Veřejná kanalizace,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0,RE/MAX Age,2328.090909090909,2505,"včetně právního servisu, advokátní úschovy a odměny RK",230V,,Centrum obce,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,https://www.sreality.cz/detail/prodej/dum/rodinny/hostoun-hostoun-nova-ulice/964409164,"Nová ulice, Hostouň",kladno,"rodinne-domy
",10 800 000 Kč za nemovitost,0023-NP06852,03.10.2022,Cihlová,Dobrý,Samostatný,Patrový,2,105 m2,191 m2,,1283 m2,1105 m2,65 m2,Ihned,"Dálkový vodovod, Studna","Ústřední plynové, Ústřední tuhá paliva",Plynovod,Veřejná kanalizace,"Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,RE/MAX G8 Reality,1744.7333333333333,2506,"kupní cena včetně právního servisu, advokátní úschovy a odměny RK","230V, 400V",,Klidná část obce,,1,,,,,"Kabelové rozvody, Ostatní",,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-rozdelov-vaclava-milera/2336213340,"Václava Milera, Kladno - Rozdělov",kladno,"rodinne-domy
",6 350 000 Kč za nemovitost,796380,17.10.2022,Cihlová,Velmi dobrý,Řadový,Přízemní,2 včetně 1 podzemního,,116 m2,,166 m2,,,,Dálkový vodovod,Lokální plynové,,Veřejná kanalizace,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,845.3888888888889,2507,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,230V,,Klidná část obce,,,2016,0,,,"Internet, Kabelová televize",,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,https://www.sreality.cz/detail/prodej/dum/rodinny/zizice--/1809368908,"Žižice, okres Kladno",kladno,"rodinne-domy
",8 650 000 Kč za nemovitost,0023-NP06931,17.10.2022,Cihlová,Novostavba,Samostatný,Přízemní,1. podlaží z celkem 1,93 m2,93 m2,,980 m2,,,Ihned,,,,,,,Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,,0,RE/MAX G8 Reality,2360.8333333333335,2508,,,,Klidná část obce,,,,,,,,Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,https://www.sreality.cz/detail/prodej/dum/rodinny/kacice-kacice-pod-hajem/1548670540,"Pod Hájem, Kačice",kladno,"rodinne-domy
",4 490 000 Kč za nemovitost,00316,03.10.2022,Cihlová,Před rekonstrukcí,Řadový,Přízemní,,,72 m2,,237 m2,,,,,,,,,,Třída G - Mimořádně nehospodárná,,,House Heroes s.r.o.,1644.1333333333334,2509,včetně provize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,https://www.sreality.cz/detail/prodej/dum/rodinny/knoviz-knoviz-/151370076,"Knovíz, okres Kladno",kladno,"rodinne-domy
",,01,16.10.2022,Montovaná,Projekt,Samostatný,Přízemní,1 včetně 1 podzemního,137 m2,169 m2,,800 m2,663 m2,,,Dálkový vodovod,Podlahové,,Veřejná kanalizace,"Dálnice, Silnice, MHD, Autobus","Asfaltová, Zpevněná",Třída B - Velmi úsporná,,,Knovíz 22 s.r.o.,2119.0555555555557,2510,,,"64,0 kWh/m^2 za rok",Klidná část obce,,35,,,Informace o ceně na dotaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,https://www.sreality.cz/detail/prodej/dum/rodinny/brandysek-brandysek-nad-vodojemem/422962764,"Nad Vodojemem, Brandýsek",kladno,"rodinne-domy
",20 500 000 Kč za nemovitost,0218-NP04718,03.10.2022,Cihlová,Novostavba,Samostatný,Patrový,2,228 m2,300 m2,,800 m2,,,,"Místní zdroj, Dálkový vodovod",,Plynovod,Veřejná kanalizace,,,Třída B - Velmi úsporná č. 148/2007 Sb. podle vyhlášky,,1,RE/MAX Anděl,1168.1333333333334,2511,,"230V, 400V",,Klidná část obce,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,https://www.sreality.cz/detail/prodej/dum/rodinny/pozden-hresice-/1488820044,"Pozdeň - Hřešice, okres Kladno",kladno,"rodinne-domy
",5 800 000 Kč za nemovitost,2788,03.10.2022,Kamenná,Velmi dobrý,Samostatný,Patrový,2,120 m2,150 m2,,450 m2,,1,Ihned,,,,Jímka,,,Třída G - Mimořádně nehospodárná,,,Onyxs CZ,2320.4,2512,,230V,,Samota,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,https://www.sreality.cz/detail/prodej/dum/rodinny/zlonice-brestany-/593061452,"Zlonice - Břešťany, okres Kladno",kladno,"rodinne-domy
",6 660 000 Kč za nemovitost,809739,02.10.2022,Smíšená,Velmi dobrý,Samostatný,Přízemní,1,,120 m2,,1210 m2,,,,Místní zdroj,,,ČOV pro celý objekt,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,1926.6363636363637,2513,Včetně provize RK a kompletního servisu. . V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",,Okraj obce,4,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2404,https://www.sreality.cz/detail/prodej/dum/rodinny/slany-slany-/1323014236,"Slaný, okres Kladno",kladno,"rodinne-domy
",3 100 000 Kč za nemovitost,783235,13.10.2022,Smíšená,Před rekonstrukcí,Řadový,Přízemní,2 včetně 1 podzemního,,70 m2,,81 m2,,,,Dálkový vodovod,Lokální elektrické,,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,267.2352941176471,2514,Včetně právního servisu a provize RK.,"120V, 230V, 400V",,Centrum obce,20,,2020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-kladno-stara/3667810652,"Stará, Kladno",kladno,"rodinne-domy
",6 490 000 Kč za nemovitost,5,02.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3,102 m2,170 m2,,132 m2,,1,,Dálkový vodovod,,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, MHD, Autobus",,,1,,Reality Dosedělová,494.2631578947368,2515,,"230V, 400V",,Centrum obce,1,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,https://www.sreality.cz/detail/prodej/dum/rodinny/kacice-kacice-pod-skolou/2527450956,"Pod Školou, Kačice",kladno,"rodinne-domy
",10 990 000 Kč za nemovitost,5648,19.10.2022,Smíšená,Velmi dobrý,Samostatný,Patrový,2,291 m2,300 m2,300 m2,291 m2,,,Ihned,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,Částečně,KOMFORT REALITY,1670.5333333333333,2516,,400V,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,https://www.sreality.cz/detail/prodej/dum/rodinny/zlonice-zlonice-purkynova/1264965452,"Purkyňova, Zlonice",kladno,"rodinne-domy
",1 490 000 Kč za nemovitost,812590,05.10.2022,Smíšená,Ve výstavbě,Řadový,Přízemní,1,,60 m2,,151 m2,,,,Dálkový vodovod,Lokální tuhá paliva,,Jímka,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,,M&M reality,564.2727272727273,2517,Včetně provize RK a kompletního právního servisu. . V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,230V,,Klidná část obce,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
