,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,link,location,district,HouseType,total price,Job ID,Update,Building,Object status,Location of the house,Home type,The floor,Built-up area,Usable area,Floor area,Land area,Garden area,Store,Move-in date,Water,Heating,Gas,Garbage,Transport,Communication,Energy efficiency of the building,Barrier-free,Equipment,companyName,proximityIndex,Index,Note on price,Electricity,Indicator of energy efficiency of the building,Object location,Parking,Garage,Year of reconstruction,Lift,Cena,Year of approval,Telecommunication,Certificate of energy performance of the building,Swimming pool,Number of flats,ID,Housing costs,Discounted,Original price,Pool area,Ceiling height,Condition,Soil construction,Starting price,Expert opinion,Minimum bid,Auction principal,Type of auction,Place of auction,The date of the auction,Auction decree,Expert opinion.1,Inspection date,Sale start date,Minimum purchase price,The date of the 1st inspection,The date of the 2nd inspection,Date of completion of construction,Inspection date to,locationLat,locationLong
2537,2537,2537,2537,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-dubi-v--spaly/1914631756,"V. Špály, Kladno - Dubí",kladno,"rodinne-domy
",11 990 000 Kč za nemovitost,0023-NP05656,02.09.2022,Cihlová,Před rekonstrukcí,Rohový,Přízemní,2,575 m2,480 m2,,575 m2,,1,,Dálkový vodovod,,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,1.0,0,RE/MAX G8 Reality,1417.4736842105262,2653,včetně provize RK a právního servisu,230V,,Centrum obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1577198,14.1346505
2538,2538,2538,2538,https://www.sreality.cz/detail/prodej/dum/rodinny/slapanice-slapanice-/3339945548,"Šlapanice, okres Kladno",kladno,"rodinne-domy
",3 090 000 Kč za nemovitost,0020-NP06411,03.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Patrový,2,150 m2,195 m2,,1087 m2,,1,Ihned,"Dálkový vodovod, Studna",Lokální tuhá paliva,,"Septik, Jímka","Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,RE/MAX G8 Reality,2772.25,2654,,,,Centrum obce,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3146685,14.1112094
2539,2539,2539,2539,https://www.sreality.cz/detail/prodej/dum/rodinny/jarpice-jarpice-/4151084620,"Jarpice, okres Kladno",kladno,"rodinne-domy
",,00433,14.10.2022,Smíšená,Dobrý,Rohový,Přízemní,1,,200 m2,,307 m2,,,,,,,,Autobus,,Třída G - Mimořádně nehospodárná,,,Personal Reality s.r.o,2821.333333333333,2655,"info v RK, včetně DPH, včetně provize, včetně právního servisu",,,,,,,,Informace o ceně na dotaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3216043,14.08522
2540,2540,2540,2540,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-rozdelov-v--zitka/1478002252,"V. Zítka, Kladno - Rozdělov",kladno,"rodinne-domy
",10 242 000 Kč za nemovitost (k jednání),0020-NP06405,29.09.2022,Cihlová,Dobrý,Samostatný,Patrový,1,169 m2,280 m2,,1094 m2,,,Ihned,,Lokální plynové,Plynovod,Veřejná kanalizace,"Dálnice, Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,RE/MAX G8 Reality,1132.2777777777778,2656,,,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1386981,14.0609134
2541,2541,2541,2541,https://www.sreality.cz/detail/prodej/dum/rodinny/zlonice-brestany-/485714268,"Zlonice - Břešťany, okres Kladno",kladno,"rodinne-domy
",4 998 000 Kč za nemovitost,14722040,06.06.2022,Smíšená,Po rekonstrukci,Samostatný,Patrový,,,62 m2,,147 m2,,,,Místní zdroj,,Plynovod,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná,,Částečně,CENTURY 21 FairTrade,1758.5454545454545,2657,Včetně realitních i právních služeb,"230V, 400V",,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2832828,14.1154321
2542,2542,2542,2542,https://www.sreality.cz/detail/prodej/dum/rodinny/smecno-smecno-/2243208780,"Smečno, okres Kladno",kladno,"rodinne-domy
",6 870 000 Kč za nemovitost,204,13.09.2022,Smíšená,Dobrý,Rohový,Patrový,3,,192 m2,,194 m2,,1,,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,"Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,0.0,1,"Reality MINOR, s.r.o.",1650.1176470588234,2658,"včetně právního servisu, advokátní úschovy a provize RK.",230V,,Centrum obce,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1884375,14.0403651
2543,2543,2543,2543,https://www.sreality.cz/detail/prodej/dum/rodinny/doksy-doksy-jos--janouse/3523172700,"Jos. Janouše, Doksy",kladno,"rodinne-domy
",5 990 000 Kč za nemovitost,5625,11.07.2022,Smíšená,Velmi dobrý,Řadový,Patrový,3 včetně 1 podzemního,216 m2,200 m2,200 m2,328 m2,112 m2,1,Ihned,Dálkový vodovod,,Plynovod,Veřejná kanalizace,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,1,KOMFORT REALITY,1872.6666666666667,2659,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1225328,14.045858
2544,2544,2544,2544,https://www.sreality.cz/detail/prodej/dum/rodinny/libusin-libusin-j--silhaveho/1828936284,"J. Šilhavého, Libušín",kladno,"rodinne-domy
",8 390 000 Kč za nemovitost,N17635,14.06.2022,Cihlová,Ve výstavbě,Samostatný,Patrový,2,116 m2,160 m2,160 m2,540 m2,424 m2,,Ihned,,,,,,,Třída B - Velmi úsporná,0.0,,ORBISREALITY,1741.6666666666667,2660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1657024,14.051113
2545,2545,2545,2545,https://www.sreality.cz/detail/prodej/dum/rodinny/malikovice-malikovice-/1231074892,"Malíkovice, okres Kladno",kladno,"rodinne-domy
",5 700 000 Kč za nemovitost,,03.10.2022,Smíšená,Před rekonstrukcí,Rohový,Patrový,2,167 m2,167 m2,167 m2,922 m2,755 m2,,,"Místní zdroj, Studna","Lokální tuhá paliva, Lokální elektrické",,Septik,"Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,0.0,1,"Mgr. Jakub Mudra, advokát",2612.3571428571427,2661,cena k jednání,230V,,Klidná část obce,1.0,1.0,,0.0,,,,,,,1231074892.0,,,,,,,,,,,,,,,,,,,,,,,,50.2113977,13.9825476
2546,2546,2546,2546,https://www.sreality.cz/detail/prodej/dum/rodinny/svinarov-svinarov-na-pruhone/2140976716,"Na Průhoně, Svinařov",kladno,"rodinne-domy
",12 499 000 Kč za nemovitost,,14.10.2022,Smíšená,Velmi dobrý,Samostatný,Patrový,3 včetně 1 podzemního,134 m2,341 m2,341 m2,581 m2,447 m2,1,Ihned,"Místní zdroj, Dálkový vodovod",Ústřední plynové,Plynovod,Veřejná kanalizace,"Dálnice, Silnice, MHD",Asfaltová,Třída D - Méně úsporná,0.0,Částečně,FRC Rakovník - Ing. Zbyněk Šagát,2229.777777777778,2662,Cena uvedena včetně provize RK a právního servisu,"230V, 400V",,Klidná část obce,,26.0,,,,,"Internet, Satelit",Zobrazit průkaz energetické náročnosti budovy,,,2140976716.0,,,,,,,,,,,,,,,,,,,,,,,,50.1787602,14.0491398
2547,2547,2547,2547,https://www.sreality.cz/detail/prodej/dum/rodinny/druzec-druzec-hlavni/2923325532,"Hlavní, Družec",kladno,"rodinne-domy
",4 000 000 Kč za nemovitost,5607,14.09.2022,Smíšená,Před rekonstrukcí,Samostatný,Patrový,2,129 m2,60 m2,60 m2,312 m2,183 m2,1,Ihned,Dálkový vodovod,,,Veřejná kanalizace,"Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,0,KOMFORT REALITY,1870.055555555556,2663,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1038981,14.0472572
2548,2548,2548,2548,https://www.sreality.cz/detail/prodej/dum/rodinny/prelic--/126699868,"Přelíc, okres Kladno",kladno,"rodinne-domy
",6 950 000 Kč za nemovitost,801869,23.09.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3 včetně 1 podzemního,,200 m2,,911 m2,,,,"Místní zdroj, Dálkový vodovod","Lokální plynové, Lokální tuhá paliva",,Septik,"Vlak, Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,2180.3529411764707,2664,výrazná sleva. V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V",,Klidná část obce,1.0,1.0,,0.0,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2056154,14.0458544
2549,2549,2549,2549,https://www.sreality.cz/detail/prodej/dum/rodinny/velvary-jesin-/741693788,"Velvary - Ješín, okres Kladno",kladno,"rodinne-domy
",11 990 000 Kč za nemovitost,2022014,02.08.2022,Cihlová,Velmi dobrý,Řadový,Patrový,,,141 m2,,1826 m2,,,,"Dálkový vodovod, Studna",Ústřední tuhá paliva,,Jímka,"Vlak, Dálnice, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,1,KOPECKY & Partners,2988.266666666667,2665,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",230V,,Klidná část obce,,1.0,,0.0,,,"Telefon, Internet, Satelit",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,50.26384,14.19047
2550,2550,2550,2550,https://www.sreality.cz/detail/prodej/dum/rodinny/libusin-libusin-libusina/1190488412,"Libušina, Libušín",kladno,"rodinne-domy
",4 900 000 Kč za nemovitost,,12.10.2022,Cihlová,Před rekonstrukcí,,Patrový,2,,161 m2,,556 m2,,,,,,,,,Dlážděná,,,,1. česká realitní,1514.2777777777778,2668,,,,Klidná část obce,,,,,,,,,,,1190488412.0,,,,,,,,,,,,,,,,,,,,,,,,50.1671356,14.0556984
2551,2551,2551,2551,https://www.sreality.cz/detail/prodej/dum/rodinny/stochov-stochov-u-karlovarky/1584888156,"U Karlovarky, Stochov",kladno,"rodinne-domy
",9 953 765 Kč za nemovitost,0023-NP06583,28.09.2022,Cihlová,Novostavba,Samostatný,Přízemní,1,177 m2,123 m2,,677 m2,,,,Dálkový vodovod,,,Jímka,,,Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,,0,RE/MAX G8 Reality,1310.9375,2669,,"230V, 400V","69,0 kWh/m^2 za rok",Klidná část obce,,,,,,,,Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,,,,,,,,,,,,50.14635185,13.961422373898383
2552,2552,2552,2552,https://www.sreality.cz/detail/prodej/dum/rodinny/stochov-stochov-u-karlovarky/4286019932,"U Karlovarky, Stochov",kladno,"rodinne-domy
",9 888 425 Kč za nemovitost,0023-NP06582,28.09.2022,Cihlová,Novostavba,Samostatný,Přízemní,1,177 m2,123 m2,,665 m2,,,,Dálkový vodovod,,,Jímka,,,Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,,0,RE/MAX G8 Reality,1310.9375,2670,,"230V, 400V","69,0 kWh/m^2 za rok",Klidná část obce,,,,,,,,Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,,,,,,,,,,,,50.14635185,13.961422373898383
2553,2553,2553,2553,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-kladno-kyjevska/1812912220,"Kyjevská, Kladno",kladno,"rodinne-domy
",3 990 000 Kč za nemovitost,1123,01.09.2022,Cihlová,Před rekonstrukcí,Řadový,Patrový,2,91 m2,52 m2,,102 m2,,,Ihned,,,Plynovod,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0,NRG International Realty s.r.o.,912.578947368421,2671,,,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1440716,14.0752538
2554,2554,2554,2554,https://www.sreality.cz/detail/prodej/dum/rodinny/stochov-stochov-karlovarska/4180609372,"Karlovarská, Stochov",kladno,"rodinne-domy
",5 490 000 Kč za nemovitost,10622050,12.10.2022,Cihlová,Dobrý,V bloku,Přízemní,1 včetně 1 podzemního,71 m2,150 m2,,362 m2,,53 m2,,Dálkový vodovod,Lokální plynové,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, Autobus",,Třída G - Mimořádně nehospodárná,,0,Century 21 Dream Praha,1326.0625,2672,"včetně DPH, včetně provize, včetně právního servisu",230V,,Okraj obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.13864635,13.967231026358348
2555,2555,2555,2555,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-kladno-ivana-olbrachta/3908634972,"Ivana Olbrachta, Kladno",kladno,"rodinne-domy
",12 900 000 Kč za nemovitost,,10.10.2022,Cihlová,Dobrý,,Patrový,,,360 m2,,251 m2,,,,Dálkový vodovod,"Lokální plynové, Lokální elektrické",Plynovod,Veřejná kanalizace,"Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,,České reality,493.7368421052632,2673,,,,Centrum obce,,24.0,,,,,,,,,3908634972.0,,,,,,,,,,,,,,,,,,,,,,,,50.1447827,14.1041584
2556,2556,2556,2556,https://www.sreality.cz/detail/prodej/dum/rodinny/klobuky-kokovice-/3584432476,"Klobuky - Kokovice, okres Kladno",kladno,"rodinne-domy
",4 300 000 Kč za nemovitost,0024-NP05353,31.08.2022,Cihlová,Dobrý,Řadový,Přízemní,1,150 m2,300 m2,,979 m2,,,Ihned,"Dálkový vodovod, Studna",,,"Septik, Jímka",,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0,RE/MAX G8 Reality,1326.909090909091,2674,,230V,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.29632,13.97044
2557,2557,2557,2557,https://www.sreality.cz/detail/prodej/dum/rodinny/trebichovice-trebichovice-/738404700,"Třebichovice, okres Kladno",kladno,"rodinne-domy
",11 500 000 Kč za nemovitost,0023-NP06531,10.10.2022,Cihlová,Velmi dobrý,Samostatný,Přízemní,1,83 m2,124 m2,,1404 m2,,,Ihned,,,,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,RE/MAX G8 Reality,2357.4444444444443,2675,"včetně odměny RK, práva, advokátní úschovy a vyřízení hypotečního úvěru",,,Okraj obce,,,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1903599,14.0790372
2558,2558,2558,2558,https://www.sreality.cz/detail/prodej/dum/rodinny/stochov-stochov-u-karlovarky/1913588060,"U Karlovarky, Stochov",kladno,"rodinne-domy
",7 300 175 Kč za nemovitost,00279,Včera,Cihlová,Novostavba,Samostatný,Přízemní,,,123 m2,,675 m2,,,,Dálkový vodovod,,,,"Vlak, Dálnice, Silnice, Autobus",Asfaltová,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,,,ECO-JURIS spol. s r.o.,1302.5625,2676,"včetně provize, včetně právního servisu","230V, 400V","69,0 kWh/m^2 za rok",Okraj obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.14635185,13.961422373898383
2559,2559,2559,2559,https://www.sreality.cz/detail/prodej/dum/rodinny/velke-pritocno-velke-pritocno-ve-strani/1432561484,"Ve Stráni, Velké Přítočno",kladno,"rodinne-domy
",10 900 000 Kč za nemovitost,00341,Včera,Cihlová,Velmi dobrý,Rohový,Patrový,,,103 m2,,349 m2,,,,Dálkový vodovod,Jiné,Plynovod,Veřejná kanalizace,"Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,,ECO-JURIS spol. s r.o.,1340.5555555555557,2677,"včetně poplatků, včetně právního servisu","230V, 400V",,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1172488,14.1317273
2560,2560,2560,2560,https://www.sreality.cz/detail/prodej/dum/rodinny/pchery-humny-okruzni/759671388,"Okružní, Pchery - Humny",kladno,"rodinne-domy
",8 490 000 Kč za nemovitost,106-12-045,12.10.2022,Smíšená,Dobrý,Samostatný,Patrový,2 včetně 1 podzemního,426 m2,214 m2,,1435 m2,,1,,Dálkový vodovod,,Plynovod,Veřejná kanalizace,"Dálnice, Silnice, MHD, Autobus",,,,,Century 21 Dream Praha,1907.6470588235293,2678,"včetně provize, včetně právního servisu","230V, 400V",,Centrum obce,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1896727,14.1124299
2561,2561,2561,2561,https://www.sreality.cz/detail/prodej/dum/rodinny/kysice-kysice-v-zahradkach/3392444764,"V Zahrádkách, Kyšice",kladno,"rodinne-domy
",8 900 000 Kč za nemovitost,0023-NP06435,01.10.2022,Cihlová,Velmi dobrý,Rohový,Patrový,2,170 m2,170 m2,,360 m2,,,,,,Plynovod,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0,RE/MAX G8 Reality,1592.6,2679,Včetně právního servisu a odměny RK,,,Klidná část obce,,,,,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0890221,14.1093269
2562,2562,2562,2562,https://www.sreality.cz/detail/prodej/dum/rodinny/studeneves-studeneves-/4255917900,"Studeněves, okres Kladno",kladno,"rodinne-domy
",8 250 000 Kč za nemovitost,222,21.10.2022,Cihlová,Novostavba,Řadový,Přízemní,1,,100 m2,,403 m2,,,,Dálkový vodovod,Podlahové,,Veřejná kanalizace,"Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída A - Mimořádně úsporná č. 264/2020 Sb. podle vyhlášky,1.0,,"Reality MINOR, s.r.o.",2180.529411764706,2680,"včetně právního servisu, advokátní úschovy a provize RK.",230V,,Klidná část obce,2.0,,,0.0,,,,Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2241173,14.0443855
2563,2563,2563,2563,https://www.sreality.cz/detail/prodej/dum/rodinny/druzec-druzec-hlavni/2830412124,"Hlavní, Družec",kladno,"rodinne-domy
",11 490 000 Kč za nemovitost,57369,19.10.2022,Cihlová,Velmi dobrý,Řadový,Patrový,3,,328 m2,215 m2,794 m2,,22 m2,,"Dálkový vodovod, Studna",Lokální plynové,Plynovod,Veřejná kanalizace,"Dálnice, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,0,Reality bez-starostí,1932.1666666666667,2681,"včetně DPH, včetně provize","230V, 400V",,Okraj obce,2.0,,,,,,,,1.0,,,,,,26 m2,,,,,,,,,,,,,,,,,,,,50.1038981,14.0472572
2564,2564,2564,2564,https://www.sreality.cz/detail/prodej/dum/rodinny/kolec-kolec-/3190655068,"Koleč, okres Kladno",kladno,"rodinne-domy
",3 199 000 Kč za nemovitost,784871,30.09.2022,Cihlová,Dobrý,Řadový,Přízemní,2 včetně 1 podzemního,,140 m2,,367 m2,,1,,Místní zdroj,Lokální tuhá paliva,,Jímka,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,M&M reality,1506.6153846153843,2683,Včetně provize RK a kompletního právního servisu. V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",,Klidná část obce,2.0,1.0,,0.0,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1987683,14.2234016
2565,2565,2565,2565,https://www.sreality.cz/detail/prodej/dum/rodinny/lany-lany-/3087906908,"Lány, okres Kladno",kladno,"rodinne-domy
",9 140 900 Kč za nemovitost,20708,05.10.2022,Cihlová,Ve výstavbě,Samostatný,Patrový,,110 m2,186 m2,186 m2,714 m2,716 m2,,,Dálkový vodovod,,,Veřejná kanalizace,MHD,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,0,Reality Hocková s.r.o.,1794.5625,2684,,230V,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1246235,13.948307
2566,2566,2566,2566,https://www.sreality.cz/detail/prodej/dum/rodinny/lany-lany-/1829615708,"Lány, okres Kladno",kladno,"rodinne-domy
",10 284 850 Kč za nemovitost,20705,05.10.2022,Cihlová,Ve výstavbě,Samostatný,Patrový,,110 m2,186 m2,186 m2,881 m2,771 m2,,,Dálkový vodovod,,,Veřejná kanalizace,MHD,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,0,Reality Hocková s.r.o.,1794.5625,2685,,230V,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1246235,13.948307
2567,2567,2567,2567,https://www.sreality.cz/detail/prodej/dum/rodinny/blevice-blevice-/2455189596,"Blevice, okres Kladno",kladno,"rodinne-domy
",6 399 000 Kč za nemovitost,787576,31.08.2022,Cihlová,Dobrý,Rohový,Patrový,3 včetně 1 podzemního,,260 m2,,296 m2,,1,Ihned,Místní zdroj,Lokální tuhá paliva,,Jímka,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,M&M reality,1395.8333333333333,2686,Včetně provize RK.,"120V, 230V, 400V",,Klidná část obce,,1.0,2013.0,0.0,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2097216,14.2361585
2568,2568,2568,2568,https://www.sreality.cz/detail/prodej/dum/rodinny/lany-lany-/2131605596,"Lány, okres Kladno",kladno,"rodinne-domy
",9 894 400 Kč za nemovitost,20706,05.10.2022,Cihlová,Ve výstavbě,Samostatný,Patrový,,110 m2,186 m2,186 m2,824 m2,716 m2,,,Dálkový vodovod,,,Veřejná kanalizace,MHD,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,,0,Reality Hocková s.r.o.,1794.5625,2687,,230V,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1246235,13.948307
2569,2569,2569,2569,https://www.sreality.cz/detail/prodej/dum/rodinny/bustehrad-bustehrad-kladenska/3710451292,"Kladenská, Buštěhrad",kladno,"rodinne-domy
",8 998 000 Kč za nemovitost,N17434,10.10.2022,Cihlová,Projekt,Samostatný,Přízemní,1,108 m2,92 m2,92 m2,514 m2,406 m2,,Ihned,,,,,,,Třída C - Úsporná,0.0,,ORBISREALITY,1731.6875,2688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1503772,14.1780371
2570,2570,2570,2570,https://www.sreality.cz/detail/prodej/dum/rodinny/kladno-krocehlavy-stitneho/2461509724,"Štítného, Kladno - Kročehlavy",kladno,"rodinne-domy
",9 500 000 Kč za nemovitost,N17658,07.08.2022,Cihlová,V rekonstrukci,Samostatný,Patrový,2,191 m2,305 m2,305 m2,388 m2,197 m2,,Ihned,,,,,,,Třída G - Mimořádně nehospodárná,0.0,,ORBISREALITY,855.0526315789474,2689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1426317,14.1156203
2571,2571,2571,2571,https://www.sreality.cz/detail/prodej/dum/rodinny/bustehrad--u-kaplicky/3169766236,"U Kapličky, Buštěhrad",kladno,"rodinne-domy
",9 271 800 Kč za nemovitost,,12.09.2022,Cihlová,Ve výstavbě,Samostatný,Přízemní,,86 m2,86 m2,,490 m2,,,,Dálkový vodovod,Jiné,,Veřejná kanalizace,"Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída B - Velmi úsporná,1.0,,OIR trading,1951.75,2690,,"120V, 230V",,Klidná část obce,2.0,,,,,2023.0,"Telefon, Internet, Kabelová televize",Zobrazit průkaz energetické náročnosti budovy,,,3169766236.0,2200 Kč/měsíc,,,,,,,,,,,,,,,,13.09.2022 13:02,15.08.2022,,,,01.06.2023,,50.1525338,14.1936731
2572,2572,2572,2572,https://www.sreality.cz/detail/prodej/dum/vila/kladno-krocehlavy-5--kvetna/2762348108,"5. května, Kladno - Kročehlavy",kladno,"vily
",,12822045,16.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,3 včetně 1 podzemního,,462 m2,,864 m2,,1,,"Dálkový vodovod, Studna",Lokální plynové,Plynovod,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",Asfaltová,Třída C - Úsporná č. 78/2013 Sb. podle vyhlášky,,Částečně,CENTURY 21 OK Centrum,817.2631578947369,2691,"info v RK, včetně poplatků, včetně provize, včetně právního servisu",230V,"88,0 kWh/m^2 za rok",Klidná část obce,4.0,2.0,,0.0,Informace o ceně na dotaz,,"Internet, Satelit",Zobrazit průkaz energetické náročnosti budovy,,,,9.050 Kč,,,,,,,,,,,,,,,,,,,,,,,50.1385923,14.1120375
2573,2573,2573,2573,https://www.sreality.cz/detail/prodej/dum/vila/kladno-dubi-prumyslova/367974220,"Průmyslová, Kladno - Dubí",kladno,"vily
",,56190,Včera,Cihlová,Dobrý,Řadový,Patrový,,,160 m2,140 m2,436 m2,,14 m2,,,Ústřední plynové,Plynovod,Veřejná kanalizace,"Vlak, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,,EVROPA realitní kancelář KLADNO,1218.2631578947369,2692,"včetně provize, včetně právního servisu","230V, 400V",,Rušná část obce,1.0,1.0,,,,,Internet,,,,,,7 190 000 Kč za nemovitost,7 490 000 Kč,,,,,,,,,,,,,,,,,,,,,50.1530859,14.124095232475845
2574,2574,2574,2574,https://www.sreality.cz/detail/prodej/dum/vila/podlesin-podlesin-/4063295308,"Podlešín, okres Kladno",kladno,"vily
",98 175 000 Kč za nemovitost,0285-NP00060,19.09.2022,Skeletová,Novostavba,Samostatný,Patrový,4,162 m2,355 m2,,5705 m2,,,,"Místní zdroj, Dálkový vodovod",,Plynovod,Veřejná kanalizace,,,Třída B - Velmi úsporná č. 148/2007 Sb. podle vyhlášky,,0,RE/MAX Prestige,1833.5,2693,,"230V, 400V",,Klidná část obce,,2.0,,,,2019.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,50.2210215,14.160259
2575,2575,2575,2575,https://www.sreality.cz/detail/prodej/dum/vila/slany-slany-machova/3034597980,"Máchova, Slaný",kladno,"vily
",20 000 000 Kč za nemovitost,0254-NP00270,15.09.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,4,322 m2,352 m2,,1580 m2,,,,Dálkový vodovod,Lokální plynové,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída E - Nehospodárná č. 264/2020 Sb. podle vyhlášky,,Částečně,RE/MAX Age,487.05882352941177,2694,"včetně právních služeb, advokátní úschovy, provize RK",230V,"188,0 kWh/m^2 za rok",Centrum obce,,1.0,,,,2004.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,50.234992,14.0860009
2576,2576,2576,2576,https://www.sreality.cz/detail/prodej/dum/vila/podlesin-podlesin-/3535817052,"Podlešín, okres Kladno",kladno,"vily
",,08522048,14.09.2022,Skeletová,Velmi dobrý,Samostatný,Patrový,,,355 m2,,6000 m2,,,,,,,,,,Třída G - Mimořádně nehospodárná,,,CENTURY 21 Alex,1833.5,2695,"volejte makléři, včetně DPH, včetně provize, včetně právního servisu",,,,,1.0,,,Informace o ceně na dotaz,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,50.2210215,14.160259
